ID,AF,TI,SO,LA,DT,AB,PY
ID931,"Mariotti, Francesca; Delbridge, Rick",Overcoming Network Overload and Redundancy in Interorganizational Networks: The Roles of Potential and Latent Ties,ORGANIZATION SCIENCE,English,Article,"This paper builds on Granovetter's distinction between strong and weak ties [Granovetter, M. S. 1973. The strength of weak ties. Amer J. Sociol. 78(6) 1360-1380] in order to respond to recent calls for a more dynamic and processual understanding of networks. The concepts of potential and latent tie are deductively identified, and their implications for understanding how and why networks emerge, evolve, and change are explored. A longitudinal empirical study conducted with companies operating in the European motorsport industry reveals that firms take strategic actions to search for potential ties and reactivate latent ties in order to solve problems of network redundancy and overload. Examples are given, and their characteristics are examined to provide theoretical elaboration of the relationship between the types of tie and network evolution. These conceptual and empirical insights move understanding of the managerial challenge of building effective networks beyond static structural contingency models of optimal network forms to highlight the processes and capabilities of dynamic relationship building and network development. In so doing, this paper highlights the interrelationship between search and redundancy and the scope for strategic action alongside path dependence and structural influences on network processes.",2012
ID932,"Baum, Joel A. C.; McEvily, Bill; Rowley, Tim J.",Better with Age? Tie Longevity and the Performance Implications of Bridging and Closure,ORGANIZATION SCIENCE,English,Article,"We examine the extent to which performance effects of firms' network positions vary with the ages of the ties comprising those positions. Our analysis of Canadian investment banks' underwriting syndicate ties indicates that the performance benefits of closure ties increase with age, whereas benefits of bridging ties decrease with age. We also find that benefits yielded by hybrid network positions, combining elements of both closure and bridging, are greatest when old closure ties are combined with either very young or very old bridging ties. Our findings support the idea that the advantages firms gain (or do not) front their network positions depend on the relational character of the ties comprising them, highlighting the risk of theorizing structural network effects without also considering the relational and temporal dynamics associated with network positions.",2012
ID933,"McEvily, Bill; Jaffee, Jonathan; Tortoriello, Marco","Not All Bridging Ties Are Equal: Network Imprinting and Firm Growth in the Nashville Legal Industry, 1933-1978",ORGANIZATION SCIENCE,English,Article,"In this paper we focus on the temporal and historical conditions under which bridging ties from the past affect current organizational outcomes. Whereas previous research has shown that bridging ties have high decay rates and short-term effects, we explore the possibility that bridging ties may produce benefits over an extended period of time. In particular, we contrast the conventional view of bridging ties having rapidly decaying effects with two alternative network dynamics suggesting ""accumulating"" and ""imprinting"" effects. We propose that bridging ties have accumulating effects as a result of learning and redeployment of cumulated knowledge. We also predict that bridging ties exhibit an imprinted effect whereby the founding conditions surrounding the formation of some, but not all, ties yield long-lasting network benefits. We test our theory in the context of Nashville's legal industry, studying the formation and evolution of the professional network of lawyers' coemployment ties between 1933 and 1978. Consistent with our theory, we find that bridging ties produce network benefits over an extended period of time and trace back to the point of tie formation. Surprisingly, we also find that the imprinted effect is more robust than the rapidly decaying effect of bridging ties.",2012
ID934,"Schulte, Mathis; Cohen, N. Andrew; Klein, Katherine J.",The Coevolution of Network Ties and Perceptions of Team Psychological Safety,ORGANIZATION SCIENCE,English,Article,"Which comes first-team social networks or emergent team states (e.g., team climate)? We argue that team members' social network ties and team members' climate perceptions coevolve over time as a function of six reciprocal and co-occurring processes. We test our conceptual framework in a 10-month longitudinal study of perceptions of team psychological safety and social network ties in 69 work teams and find considerable support for our hypotheses. Our main results suggest that perceptions of psychological safety predict network ties. The more psychologically safe team members perceive their team to be, the more likely they are to ask their teammates for advice and to see them as friends, and the less likely they are to report difficult relationships with them. At the same time, network ties predict psychological safety. Team members adopt their friends' and advisors' perceptions of the team's psychological safety and reject the perceptions of those with whom they report a difficult relationship. Our framework and findings suggest that conceptual models and tests of unidirectional or team-level effects are likely to substantially misrepresent the mechanisms by which network ties and emergent team states coevolve.",2012
ID935,"Varella, Paul; Javidan, Mansour; Waldman, David A.",A Model of Instrumental Networks: The Roles of Socialized Charismatic Leadership and Group Behavior,ORGANIZATION SCIENCE,English,Article,"This article introduces a model of the development of instrumental networks inside organizational groups. We provide a theoretical framework and empirically test a series of hypotheses pertaining to the relationships between socialized charismatic leadership (SCL) and its consequences in terms of cooperative and sanctioning group behavior. We then examine whether these behaviors predict the density of instrumental networks inside groups and, consequently, their performance. Our findings, based on assessments of 70 group leaders and their approximately 500 subordinates, colleagues, and supervisors, show that SCL is associated with heightened levels of cooperation and lower levels of sanctioning in groups. Cooperation, in turn, is associated with the instrumental network density of the group. Our findings also demonstrate that under conditions of physical proximity, instrumental network density predicts group performance. The study provides an understanding of group social psychological processes in relation to the development of instrumental networks inside organizational groups.",2012
ID936,"Sonenshein, Scott; Dholakia, Utpal",Explaining Employee Engagement with Strategic Change Implementation: A Meaning-Making Approach,ORGANIZATION SCIENCE,English,Article,"Using a framework of meaning-making derived from social psychological research on how individuals manage adverse life events and research on sensemaking, we develop and test a theory about how frontline employees overcome the challenges of implementing strategic change. We find that certain types of meaning-making (strategy worldview and benefits finding) can create the requisite psychological resources that facilitate employees engaging in change implementation behaviors. The meaning-making change adaptation model (MCAM) we develop helps explain when and how employees adapt to change, thereby opening the ""black box"" of how to facilitate more effective strategic change implementation. We develop and empirically test the MCAM using qualitative and quantitative data from a Fortune 500 retailer.",2012
ID937,"Turner, Scott F.; Rindova, Violina",A Balancing Act: How Organizations Pursue Consistency in Routine Functioning in the Face of Ongoing Change,ORGANIZATION SCIENCE,English,Article,"This study examines how participants in routines view and balance pressures for consistency in the face of ongoing change. We address this question through a qualitative case-based inquiry into, the ostensive aspects of the core operational routine in six waste management organizations. We find that organizational members simultaneously establish and maintain two ostensive patterns one of targeted consistency and another of flexibility in internal coordination-by leveraging artifacts and connections. Organizations, however, could not establish similar patterns among their customers, who, lacking connections with other routine participants, expected consistency and performed their part less flexibly. These observations lead us to develop a theoretical model that identifies the processes through which simultaneous ostensive pattern's of consistency and flexibility are established and sustained among organizational members, as well as the challenges that arise from multiplicity of ostensive patterns among routine participants with different roles and connections. The model advances the dynamic perspective on routines by articulating how artifacts and connections support the balancing of pressures for consistency and for change in routine functioning.",2012
ID938,"Lamin, Anna; Zaheer, Srilata",Wall Street vs. Main Street: Firm Strategies for Defending Legitimacy and Their Impact on Different Stakeholders,ORGANIZATION SCIENCE,English,Article,"We assess the effect of firm strategies to defend legitimacy on two different stakeholder groups the public (""Main Street"") and the investment community (""Wall Street""). We identify four types of firm strategies in response to challenges to their legitimacy denial, defiance, decoupling, and accommodation drawing from theory and from case studies of international outsourcing. We then develop and test hypotheses on the effectiveness of these strategies in defending legitimacy across these two stakeholder groups, using data from media reports and press releases on all 126 distinct accusations of the use of international sweatshops by U.S. firms from 1990 through 2002. We find that denial and defiance responses hinder the recovery of legitimacy on Main Street, and none of the responses has a positive effect on public perception, whereas Wall Street is unaffected by denial and defiance but views decoupling favorably. Main Street and Wall Street thus perceive firm actions to defend its legitimacy quite differently, suggesting that these worlds operate by separate moralities in which Main Street appears to privilege fairness as a core value, whereas Wall Street privileges profit.",2012
ID939,"Smith, Edward Bishop; Menon, Tanya; Thompson, Leigh",Status Differences in the Cognitive Activation of Social Networks,ORGANIZATION SCIENCE,English,Article,"We develop a dynamic cognitive model of network activation and show that people at different status levels spontaneously activate, or call to mind, different subsections of their networks when faced with job threat. Using a multimethod approach (General Social Survey data and a laboratory experiment), we find that, under conditions of job threat, people with low status exhibit a winnowing response (i.e., activating smaller and tighter subsections of their networks), whereas people with high status exhibit a widening response (i.e., activating larger and less constrained subsections of their networks). We integrate traditional network theories with cognitive psychology, suggesting that cognitively activating social networks is a precondition to mobilizing them. One implication is that narrowing the network in response to threat might reduce low-status group members' access to new information, harming their chances of finding subsequent employment and exacerbating social inequality.",2012
ID940,"Hsu, Greta; Roberts, Peter W.; Swaminathan, Anand",Evaluative Schemas and the Mediating Role of Critics,ORGANIZATION SCIENCE,English,Article,"How do critics enable producers and consumers. to come to mutually agreeable terms of trade? We propose that critics offer more guidance to those who set prices when their quality assessments are structured by clearer evaluative schemas. Schema clarity enables producers to accurately anticipate the quality assessments that critics will disseminate to the market. This allows their posted prices to center more faithfully on prevailing conceptions of quality. We then argue that the position of a producer within the market's social structure in terms of its prior coverage, reputation, and niche width influences the degree to which it is guided by clear evaluative schemas. We test these predictions in the market for U.S. wines. After elaborating a novel approach to inferring the clarity of evaluative schemas within different varietal categories, we demonstrate that list prices are less variable around expected levels when the schemas used to evaluate quality are clearer. Moreover, this effect is stronger among more relevant and more focused producers in each category.",2012
ID941,"Leonardi, Paul M.; Neeley, Tsedal B.; Gerber, Elizabeth M.","How Managers Use Multiple Media: Discrepant Events, Power, and Timing in Redundant Communication",ORGANIZATION SCIENCE,English,Article,"Several recent studies have found that managers engage in redundant communication; that is, they send the same message to the same recipient sequentially through two or more unique media. Given how busy most managers are, and how much information their subordinates receive on a daily basis, this practice seems, initially, quite puzzling. We conducted an ethnographic investigation to examine the nature of events that compelled managers to engage in redundant communication. Our study of the communication patterns of project managers in six companies across three industries indicates that redundant communication is a response to unexpected endogenous or exogenous threats to meeting work goals. Managers used two distinct forms of redundant communication to mobilize team members toward mitigating potentially threatening discrepant events unforeseen disruptive occurrences during the regular course of work. Managers with positional power over team members reactively followed up on a single communication when their attempt to communicate the existence of a threatening discrepant event failed, and they determined that a second communication was needed to enable its joint interpretation and to gain buy-in. In contrast, managers without positional power over team members proactively used redundant communication to enroll team members in the interpretation process leading team members to believe that they had come up with the idea that completion of their project was under threat and then to solidify those interpretations. Moreover, findings indicate that managers used different types of technologies for these sequential pairings based on whether their motivation was simply to transmit a communication of threat or to persuade people that a threat existed. We discuss the implications of these findings for theory about, and the practice of, technologically mediated communication, power, and interpretation in organizations.",2012
ID942,"Cornelissen, Joep P.",Sensemaking Under Pressure: The Influence of Professional Roles and Social Accountability on the Creation of Sense,ORGANIZATION SCIENCE,English,Article,"In this paper, I elaborate a theoretical model of how individuals come to make or create sense through their language while being accountable to others. Using accounts of corporate communication professionals who made sense of anomalous circumstances, I analyze how they used metaphorical words and expressions to organize their accounts and to negotiate between their own individual commitments and perceived social expectations. Based on the analysis, I induce that professionals (a) use individual metaphors to align themselves with the expectations of others and to mark particular roles for themselves that strictly meet those expectations (""strategic shifting"") when they perceive the social approval motive as strong; (b) engage in the extended use of a single metaphor to compress a situation into a frame that mediates between individual convictions and others' expectations (""framing"") when they know the views of others but are also strongly motivated to think through a circumstance as part of their professional role or previous commitments.; and (c) systematically use a combination of metaphors that are blended and elaborated into a plausible narrative that attributes responsibility and prescribes a course of action (""narration"") when they are in a position (as part of their role) to define a circumstance, are unconstrained by past experiences, and do not directly know the views of others. This model integrates findings from prior research and combines the influence of role-related commitments and social accountability pressures on sensemaking.",2012
ID943,"Rahmandad, Hazhir",Impact of Growth Opportunities and Competition on Firm-Level Capability Development Trade-offs,ORGANIZATION SCIENCE,English,Article,"How should managers prioritize among production, product development, branding, internationalization, and other capabilities and resources? This question is central to the resource-based view, and the answer depends not only on the direct returns on investment in each capability but also on the trade-offs in using those returns for future growth or survival in a competitive market. Through simulation experiments, this study examines firm-level capability development trade-offs in the context of a firm's market-level competition and. growth. It is found that investing in operational capabilities (which enhance short-term performance) gains priority over investing in long-term dynamic capabilities when the operational capability investment strengthens the reinforcing loop between performance, investment flow, and capability development. Such operational capability investment provides growth opportunities and competitive advantage. Moreover, in strategic competition, firms anticipating rivals' focus on short-term growth need to further ignore dynamic (long-term) capability building in order to survive. Testable propositions are offered as to how trade-offs between short-term and long-term investments depend on different firm and industry characteristics. The results may explain why short-term-focused firm behavior persists in firms even in the absence of discounting, short-term managerial incentives, decision biases, or learning failures.",2012
ID944,"Okhmatovskiy, Ilya; David, Robert J.",Setting Your Own Standards: Internal Corporate Governance Codes as a Response to Institutional Pressure,ORGANIZATION SCIENCE,English,Article,"This paper is concerned with organizational response to institutional pressure. We argue that when faced with externally imposed standards, organizations can sometimes respond by developing alternative standards for the same practices. This ""substitution response"" can shift the attention of stakeholders away from noncompliance with the original standards to adherence to the alternative standards. Empirically, we examine organizational response to the introduction of a government-sponsored but nonmandatory corporate governance code. Unable to comply with all of the requirements of this very specific and demanding code, many firms responded by developing their own internal corporate governance codes. We predict and show that adoption of these internal codes is driven by the visibility of a firm's corporate governance practices and by mimetic forces. We also find that internal governance codes differ in their degree of ceremoniality and that ceremoniality is inversely related to organizational dependence on stakeholders who value good corporate governance. These findings help us to understand when organizational responses to institutional pressure take a ceremonial as opposed to substantive form.",2012
ID945,"Laursen, Keld; Masciarelli, Francesca; Prencipe, Andrea",Regions Matter: How Localized Social Capital Affects Innovation and External Knowledge Acquisition,ORGANIZATION SCIENCE,English,Article,"To introduce new products, firms often use knowledge from other organizations. Drawing on social capital theory and the relational view of the firm, we argue that geographically localized social capital affects a firm's ability to innovate through various external channels. Combining data on social capital at the regional level, with a large-scale data set of the innovative activities of a representative sample of 2,413 Italian manufacturing firms from 21 regions, and controlling for a large set of firm and regional characteristics, we find that being located in a region characterized by a high level of social capital leads to a higher propensity to innovate. We find also that being located in an area characterized by a high degree of localized social capital is complementary to firms' investments in internal research and development (R&D) and that such a location positively moderates the effectiveness of externally acquired R&D on the propensity to innovate.",2012
ID946,"Shimizu, Katsuhiko (Katsu)",Risks of Corporate Entrepreneurship: Autonomy and Agency Issues,ORGANIZATION SCIENCE,English,Article,"Although research on corporate entrepreneurship (CE) has attracted increasing attention, risks of CE are not well examined. In this paper, we examine direct and indirect agency risks associated with providing middle and operational managers with autonomy in the hopes of encouraging CE. The key ideas behind our discussion involve two dilemmas of CE. (1) To solve the risk-averseness Problem of middle and operational managers and unleash their entrepreneurial ideas, top management needs to encourage autonomous behaviors, which can also exacerbate a different type of agency problem: opportunistic behaviors. (2) Although the generation of new ideas to explore new strategic directions and/or opportunities is important, the very newness of the ideas make them difficult to evaluate, and thus the selection process may be perceived as unfair by some managers. We propose that (a) stock options, (b) passive monitoring, and (c) perceived procedural justice would attenuate the negative side effects associated with CE, such as opportunistic behaviors and perceived unfairness. Although research in CE often stresses autonomy of middle and operational managers for new idea generation as important, examining the whole process in terms of idea generation, selection, and implementation with respect to potential risks will extend the CE literature.",2012
ID947,"Ye, Guangliang; Priem, Richard L.; Alshwer, Abdullah A.",Achieving Demand-Side Synergy from Strategic Diversification: How Combining Mundane Assets Can Leverage Consumer Utilities,ORGANIZATION SCIENCE,English,Article,"We explore the overlooked issue of how certain strategic-level, interindustry diversification options might increase consumer utility. Discussions of inter-industry diversification typically focus on producer synergies obtainable from economies of scope or from skill transfer across business units. Discussions of intra-industry product diversification-generally, the province of marketing typically focus on synergies obtainable from product bundling, which lowers producer costs or provides convenience for consumers. We take a different tack by linking interindustry diversification and consumer utility. We first separately examine two possible consumer benefits of interindustry diversification: (1) facilitating consumers' accomplishment of two tasks simultaneously or (2) attracting diverse consumer groups to a common platform when intergroup externalities exist. We then assess a simple empirical context that shows potential for simultaneous consumer utilities and two-sided market utility together. We analyze this context and concurrently develop a mathematical model showing how these demand-side synergies can create unique business value. We next introduce asymmetric preferences among consumer subgroups, and we refine our arguments by comparing their conclusions with the empirical data. We learn that combinations of otherwise mundane (i.e., commonplace) assets can create consumer value-""superior"" assets are not necessary. Moreover, common ownership is necessary for the pricing flexibility required to deliver (and capture) maximum value through interindustry diversification, especially when consumer groups' preferences may change; the negotiations. and settling up required for cooperation through alliances will, without common ownership, increase costs and reduce responsiveness. We discuss the sustainability of demand-side advantages and the implications of these ideas for future research and practice.",2012
ID948,"Chen, Guoli; Hambrick, Donald C.",CEO Replacement in Turnaround Situations: Executive (Mis)Fit and Its Performance Implications,ORGANIZATION SCIENCE,English,Article,"Countering the widely held view that chief executive officer (CEO) succession is generally beneficial in turnaround situations, we adopt an executive fit/refit logic, proposing that the implications of CEO replacement depend integrally on the incumbent's degree of misfit and the successor's degree of fit to the contextual conditions at hand. Drawing from prior turnaround research, we identify several prominent forms of CEO fit/misfit that are especially germane to troubled firms. In testing our hypotheses, we find substantial support for the fit/refit theory: troubled companies have substantially better performance to the extent that they replace incumbents who are poorly suited to the conditions at hand and when they appoint new CEOs who are well matched to those conditions. Further reaffirming the fit/refit model, we find that CEO replacement per se has no general effect on the improvement of troubled firms.",2012
ID949,"Adler, Paul S.",The Sociological Ambivalence of Bureaucracy: From Weber via Gouldner to Marx,ORGANIZATION SCIENCE,English,Article,"Reports of the demise of the bureaucratic form of organization are greatly exaggerated, and debates about bureaucracy's functions and effects therefore persist. For many years, a broad current of organizational scholarship has taken inspiration from Max Weber's image of bureaucracy as an ""iron cage"" and has seen bureaucracy as profoundly ambivalent-imposing alienation as the price of efficiency. Following a path originally sketched by Alvin Gouldner [Gouldner, A. W. 1954. Patterns of Industrial Bureaucracy. Free Press, Glencoe, IL], some recent research has challenged this view as overly pessimistic, arguing that bureaucracy need not always be coercive but can sometimes take a form that is experienced as enabling. The present article challenges both Weber's and Gouldner's accounts, arguing that although bureaucracy's enabling role may sometimes be salient to employees, even when it is, bureaucracy typically appears to them as ambivalent-simultaneously enabling and coercive. 1 offer an unconventional reading of Marx as a way to make sense of this ambivalence.",2012
ID950,"Gavetti, Giovanni",Toward a Behavioral Theory of Strategy,ORGANIZATION SCIENCE,English,Article,"This paper offers an analytical structure to pinpoint the behavioral roots of superior performance, where ""behavioral"" denotes ""being about mental processes."" Such roots are identified in behavioral deviations from market efficiency. The causes of these deviations are behavioral factors that bound firms' ability to pursue and compete for superior opportunities. Because these bounds are systematic and diffused among firms, they ensure that latent opportunities are not competed away. In this setting, the behavioral bases of superior performance stem from a superior ability to overcome focal behavioral bounds. This analytical structure is used to identify the mental processes especially important to firm performance that strategic leaders can reliably manage. Its key insight is that superior opportunities are cognitively distant. They rarely correspond to common ways of thinking. The reason for this is that it is necessary to overcome strong behavioral bounds to pursue these opportunities. This insight contrasts with mainstream behavioral approaches to strategy, which focus on the virtues of local action, and it has two implications: the behavioral essence of superior performance corresponds to strategic leaders' superior ability to manage the mental processes necessary to pursue cognitively distant opportunities; and pursuing the cognitively distant implies a more expansive conception of strategic agency (e.g., the role of strategic leaders) than is acknowledged by mainstream behavioral approaches to strategy. The challenges posed by this conception require a model of human cognition that goes beyond the understanding of bounded rationality that is diffused in current behavioral strategy research. The second part of the paper assesses the traits of a model of human mind that can support the behavioral conception of strategic agency advocated and proposes a unified model of the human mind that centers on associative processes.",2012
ID951,"Winter, Sidney G.",Purpose and Progress in the Theory of Strategy: Comments on Gavetti,ORGANIZATION SCIENCE,English,Article,"This article comments on the behavioral theory of strategy advanced in Gavetti [Gavetti, G. 2012. Toward a behavioral theory of strategy. Organ. Sci. 23(1) 267-285]. His proposal offers valuable insights into the cognitive aspects of strategy when leaders are trying for big wins. It provides less guidance for understanding the actual achievement of success, partly because it underestimates the role of serendipity and of contextual factors illuminated by prior strategy research.",2012
ID952,"Pentland, Brian T.; Hrem, Thorvald; Hillison, Derek",The (N)Ever-Changing World: Stability and Change in Organizational Routines,ORGANIZATION SCIENCE,English,Article,"This paper uses data on invoice processing in four organizations to distinguish empirically between two competing theories of organizational routines. One theory predicts that routines should generate patterns of action that are few in number and stable over time, and that atypical patterns of action are driven primarily by exceptional inputs. The competing theory predicts the opposite. By modeling the routines as networks of action and using a first-order Markov model to test for stationarity, we find support for the competing theory. The routines generated hundreds of unique patterns that changed significantly during a five-month period without any apparent external intervention. Changes did not appear to reflect improved performance or learning. Furthermore, we found that exogenous factors (such as large invoices from unusual vendors) are not associated with atypical patterns of action, but endogenous factors (such as the experience of the participants) are. We also found that increased automation can increase variation under some circumstances. These findings offer empirical support for endogenous change in organizational routines and underscore the importance of the sociomaterial context in understanding stability and change.",2011
ID953,"Woolley, Anita Williams",Playing Offense vs. Defense: The Effects of Team Strategic Orientation on Team Process in Competitive Environments,ORGANIZATION SCIENCE,English,Article,"Organizations increasingly rely on teams to formulate plans and respond in critical situations. However, current models of team process are insensitive to the effects of team strategic orientation. This paper expands existing work on team process and strategic orientation to introduce and explicate the constructs of offensive and defensive strategic orientations in teams. It takes advantage of a rare opportunity to observe eight counterterrorism teams in the intelligence community that explicitly adopted an offensive or defensive strategic orientation in evaluating terrorist threats. The resulting inductive model suggests that the strength of a team's strategic orientation was enhanced or inhibited by its perception of oppositional strength and the problem scope it assumed in confronting the adversary. This in turn had effects on the work strategy the teams adopted, the extent to which they relied on internal versus external knowledge, and the norms for effort that evolved within the teams. The observations suggest broader theoretical implications for research on teams, as the ""offense"" and ""defense"" strategic orientations influence fundamental team processes related to effort, performance strategy, and use of member knowledge and skill.",2011
ID954,"Baldwin, Carliss; von Hippel, Eric",Modeling a Paradigm Shift: From Producer Innovation to User and Open Collaborative Innovation,ORGANIZATION SCIENCE,English,Article,"In this paper, we assess the economic viability of innovation by producers relative to two increasingly important alternative models: innovations by single-user individuals or firms and open collaborative innovation. We analyze the design costs and architectures and communication costs associated with each model. We conclude that both innovation by individual users and open collaborative innovation increasingly compete with and may displace producer innovation in many parts of the economy. We explain why this represents a paradigm shift with respect to innovation research, policy making, and practice. We discuss important implications and offer suggestions for further research.",2011
ID955,"Shipilov, Andrew V.; Li, Stan Xiao; Greve, Henrich R.",The Prince and the Pauper: Search and Brokerage in the Initiation of Status-Heterophilous Ties,ORGANIZATION SCIENCE,English,Article,"We combine structural hole theory with performance feedback theory to identify determinants of partner selection in networks. Specifically, we examine how a brokerage position coupled with aspiration-performance gaps affects an organization's propensity to initiate ties to partners of different status. We find that organizations in brokerage positions are more likely than nonbrokers to initiate such ties systematically. However, when the performance of an organization in a brokerage position deviates from its aspirations, the organization changes its partner selection strategy and starts initiating ties to partners of similar status. Our results also suggest that organizations in brokerage positions set social and historical aspiration levels differently from nonbrokers, levels that in turn affect decisions about partner selection.",2011
ID956,"Zhao, Wei; Zhou, Xueguang",Status Inconsistency and Product Valuation in the California Wine Market,ORGANIZATION SCIENCE,English,Article,"This study develops a theoretical model on the role of multidimensional status and status inconsistency in market evaluation processes. A product or an organization may acquire multiple status indicators in association with a multitude of market institutions. We argue that when status indicators are consistently positive, each exerts a greater positive effect on the valuation of a product or an organization; conversely, inconsistency among multiple indicators undermines the status claim. We test this theoretical proposition by examining patterns of product valuation in the California premium wine market. Our findings show that when an individual wine's tasting score rated by critics and another more general status indicator-classified appellation affiliation, extra designation on the label, or a winery's organizational status-are consistently positive, each makes a greater contribution to wine price. In contrast, when status indicators are inconsistent, the value of the positive status indicator is reduced. Our study explicates the scope conditions under which market status may yield different outcomes and sheds light on the interplay among status indicators in market valuation.",2011
ID957,"Negro, Giacomo; Hannan, Michael T.; Rao, Hayagreeva",Category Reinterpretation and Defection: Modernism and Tradition in Italian Winemaking,ORGANIZATION SCIENCE,English,Article,"When two groups of market actors differ in how to interpret a common label, each can make claims over the label. One categorical interpretation and the group that supports it risk disappearance if the rival interpretation gains ground. We argue that when members of the endangered category become partial defectors that span categories, their history presents challenges to the identity of nondefectors that will inhibit further change. Our empirical analysis of ""traditionalism"" and ""modernism"" in the making of Barolo and Barbaresco wines supports this argument.",2011
ID958,"Faraj, Samer; Johnson, Steven L.",Network Exchange Patterns in Online Communities,ORGANIZATION SCIENCE,English,Article,"Large-scale online communities rely on computer-mediated communication between participants, enabling them to sustain interactions and exchange on a scale hitherto unknown. Yet little research has focused on how these online communities sustain themselves and how their interactions are structured. In this paper, we theorize and empirically measure the network exchange patterns of long-duration sustainable online communities. We propose that participation dynamics follow specific forms of social exchange: direct reciprocity, indirect reciprocity, and preferential attachment. We integrate diverse findings about individual participation motivations by identifying how individual behavior manifests in network-level structures of online communities. We studied five online communities over 27 months and analyzed 38,483 interactions using exponential random graph (p*) models and mixed-effects analysis of covariance. In a test of competing models, we found that network exchange patterns in online community communication networks are characterized by direct reciprocity and indirect reciprocity patterns and, surprisingly, a tendency away from preferential attachment. Our findings undermine previous explanations that online exchange follows a power law distribution based on people wanting to connect to ""popular"" others in online communities. Our work contributes to theories of new organizational forms by identifying network exchange patterns that regulate participation and sustain online communities.",2011
ID959,"Gibson, Cristina B.; Gibbs, Jennifer L.; Stanko, Taryn L.; Tesluk, Paul; Cohen, Susan G.","Including the ""I"" in Virtuality and Modern Job Design: Extending the Job Characteristics Model to Include the Moderating Effect of Individual Experiences of Electronic Dependence and Copresence",ORGANIZATION SCIENCE,English,Article,"This paper extends the job characteristics model (JCM) to address virtual work design. We argue that the effects of critical job characteristics (task significance, autonomy, and feedback) on psychological states (experienced meaningfulness, responsibility, and knowledge of results) differ depending on two important elements of virtuality and their interactions with important social mechanisms: individual experiences of electronic dependence and its interaction with intimacy and the interaction of copresence with identification. Findings across 177 workers from a variety of settings varying in industry, size, and structure supported several moderating effects of virtuality and three-way interactions that included intimacy and identification, suggesting important modifications of the JCM. In addition, effects were not uniformly parallel for both elements of virtuality, emphasizing the need to differentiate between the effects of electronic dependence and copresence. We discuss the implications of these findings for theory and practice.",2011
ID960,"Sosa, M. Lourdes",From Old Competence Destruction to New Competence Access: Evidence from the Comparison of Two Discontinuities in Anticancer Drug Discovery,ORGANIZATION SCIENCE,English,Article,"Research in creative destruction has argued that competence-destroying discontinuities result in incumbents' underperformance in research and development (R&D) with respect to entrants, even if complementary assets aid incumbents in retaining market share. In this paper, I propose that attention to the extent of competence destruction is necessary but not sufficient. An analysis of differences in R&D performance through a discontinuity requires assessment not only of old competence destruction but also of new competence access; that is, it requires assessment of both old capability obsolescence and new capability acquisition. I find evidence for this proposition in data from the biotechnology disruption to the anticancer drug market. In particular, my research design is a within-market matched pair of discontinuities: from chemotherapy to small-molecule targeted drugs, and from chemotherapy to large-molecule targeted drugs. Although equally competence destroying, the two discontinuities differ in the access incumbents have to the new capabilities required: whereas all new capabilities are available in the former, one new capability is inaccessible to incumbents (and to many entrants) in the latter. The contrasting results of these two discontinuities support my proposition: in the competence-destroying discontinuity with full access to new capabilities, incumbents did not fall behind entrants; in the other discontinuity, incumbents fell behind only those entrants that owned the difficult-to-access new capability. I close with implications for research in creative destruction, in rational adaptation to environmental change, and in strategic renewal.",2011
ID961,"Lavie, Dovev; Kang, Jingoo; Rosenkopf, Lori",Balance Within and Across Domains: The Performance Implications of Exploration and Exploitation in Alliances,ORGANIZATION SCIENCE,English,Article,"Organizational research advocates that firms balance exploration and exploitation, yet it acknowledges inherent challenges in reconciling these opposing activities. To overcome these challenges, such research suggests that firms establish organizational separation between exploring and exploiting units or engage in temporal separation whereby they oscillate between exploration and exploitation over time. Nevertheless, these approaches entail resource allocation trade-offs and conflicting organizational routines, which may undermine organizational performance as firms seek to balance exploration and exploitation within a discrete field of organizational activity (i.e., domain). We posit that firms can overcome such impediments and enhance their performance if they explore in one domain while exploiting in another. Studying the alliance portfolios of software firms, we demonstrate that firms do not typically benefit from balancing exploration and exploitation within the function domain (technology versus marketing and production alliances) and structure domain (new versus prior partners). Nevertheless, firms that balance exploration and exploitation across these domains by engaging in research and development alliances while collaborating with their prior partners, or alternatively, by forming marketing and production alliances while seeking new partners, gain in profits and market value. Moreover, we reveal that increases in firm size that exacerbate resource allocation trade-offs and routine rigidity reinforce the benefits of balance across domains and the costs of balance within domains. Our domain separation approach offers new insights into how firms can benefit from balancing exploration and exploitation. What matters is not simply whether firms balance exploration and exploitation in their alliance formation decisions but the means by which they achieve such balance.",2011
ID962,"Zilber, Tammar B.",Institutional Multiplicity in Practice: A Tale of Two High-Tech Conferences in Israel,ORGANIZATION SCIENCE,English,Article,"In this paper I uncover the routine, ongoing practices that sustain institutional multiplicity. Drawing on a comparative study of the two high-tech conferences held in Israel in 2002, I examine how diverse institutions are discursively handled in field-configuring events. Institutional multiplicity was expressed at this site through two identity discourses, one that situated the industry within a national context and another that oriented it toward the global markets. In addition, the conferences were constructed around different best-practice discourses that focused on guidelines for either investment or management. These four discourses reflected and further affected power relations between the field's actors, and they were differentially distributed across separate social spaces between the conferences and within them. The contribution of this study to our understanding of institutional multiplicity lies in demonstrating how it is maintained in practice, politically negotiated between actors, and refracted across separate social spaces.",2011
